management_id,title,comment,platform,大ジャンル,小ジャンル,purchase_price,sold_price,shipping_fee,sales_fee_rate,status,sold_at
"DUMMY-202510-0141","ベージュ チノパン 訳あり","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","メルカリ","ボトムス","チノパン","3930","9800","520","10","sold","2025-10-13"
"DUMMY-202510-0142","ホワイト デニム 一点物","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用 / 未売却ダミー","メルカリ","ボトムス","デニム","2560","0","0","10","selling",""
"DUMMY-202510-0143","ホワイト ショートパンツ 一点物","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","メルカリ","ボトムス","ショートパンツ","3740","7100","450","10","sold","2025-10-13"
"DUMMY-202510-0144","グレー ボストンバッグ 人気ブランド","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","メルカリ","バッグ","ボストンバッグ","2190","8100","1000","10","sold","2025-10-19"
"DUMMY-202510-0145","ブルー パーカー 訳あり","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","ヤフオク","トップス","パーカー","2890","5300","750","10","sold","2025-10-17"
"DUMMY-202510-0146","イエロー コート 訳あり","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","Yahooフリマ","アウター","コート","8190","31000","750","5","sold","2025-10-29"
"DUMMY-202510-0147","ブラウン ナイロンジャケット 人気ブランド","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","ヤフオク","アウター","ナイロンジャケット","7910","34100","1400","10","sold","2025-10-21"
"DUMMY-202510-0148","レッド 腕時計 良品","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","Yahooフリマ","アクセサリー","腕時計","1350","4200","210","5","sold","2025-10-18"
"DUMMY-202510-0149","ネイビー ネックレス 90s","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","ヤフオク","アクセサリー","ネックレス","1300","3000","230","10","sold","2025-10-26"
"DUMMY-202510-0150","イエロー レザージャケット 一点物","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","その他","アウター","レザージャケット","4300","12100","850","0","sold","2025-10-28"
"DUMMY-202510-0151","ブラック チノパン 使用感あり","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","メルカリ","ボトムス","チノパン","3880","7000","230","10","sold","2025-10-09"
"DUMMY-202510-0152","グリーン ブーツ 訳あり","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","ヤフオク","シューズ","ブーツ","4170","10300","1000","10","sold","2025-10-12"
"DUMMY-202510-0153","グレー 革靴 きれいめ","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","ラクマ","シューズ","革靴","2240","5200","1000","10","sold","2025-10-16"
"DUMMY-202510-0154","ブラック ブーツ 90s","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","ラクマ","シューズ","ブーツ","2940","8500","750","10","sold","2025-10-25"
"DUMMY-202510-0155","グリーン パーカー ヴィンテージ","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","ラクマ","トップス","パーカー","3170","11500","520","10","sold","2025-10-02"
"DUMMY-202510-0156","ブラック サンダル 使用感あり","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","メルカリ","シューズ","サンダル","2500","9300","750","10","sold","2025-10-20"
"DUMMY-202510-0157","ホワイト スウェット ヴィンテージ","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","ヤフオク","トップス","スウェット","1710","4300","230","10","sold","2025-10-27"
"DUMMY-202510-0158","ネイビー ナイロンジャケット 90s","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","メルカリ","アウター","ナイロンジャケット","6030","29700","750","10","sold","2025-10-06"
"DUMMY-202510-0159","イエロー ブーツ きれいめ","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","その他","シューズ","ブーツ","4090","16900","750","0","sold","2025-10-31"
"DUMMY-202510-0160","イエロー スウェット 訳あり","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","メルカリ","トップス","スウェット","2760","6900","230","10","sold","2025-10-27"
"DUMMY-202510-0161","イエロー サンダル 人気ブランド","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","メルカリ","シューズ","サンダル","3340","15400","750","10","sold","2025-10-22"
"DUMMY-202510-0162","グレー サンダル きれいめ","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","Yahooフリマ","シューズ","サンダル","4480","18400","520","5","sold","2025-10-02"
"DUMMY-202510-0163","ベージュ スニーカー 一点物","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用 / 下書きダミー","メルカリ","シューズ","スニーカー","4370","0","0","10","draft",""
"DUMMY-202510-0164","ホワイト ショートパンツ 90s","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","Yahooフリマ","ボトムス","ショートパンツ","3980","11900","230","5","sold","2025-10-09"
"DUMMY-202510-0165","イエロー サンダル 訳あり","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","メルカリ","シューズ","サンダル","3820","5900","520","10","sold","2025-10-12"
"DUMMY-202510-0166","レッド Tシャツ 訳あり","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","ヤフオク","トップス","Tシャツ","3280","7800","750","10","sold","2025-10-31"
"DUMMY-202510-0167","カーキ レザージャケット 人気ブランド","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","メルカリ","アウター","レザージャケット","6270","26500","1000","10","sold","2025-10-14"
"DUMMY-202510-0168","ベージュ サンダル ストリート","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","Yahooフリマ","シューズ","サンダル","2300","7600","750","5","sold","2025-10-04"
"DUMMY-202510-0169","ブラウン Gジャン ストリート","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","メルカリ","アウター","Gジャン","4360","15600","1400","10","sold","2025-10-11"
"DUMMY-202510-0170","ホワイト ボストンバッグ 美品","CSVダミーデータ 2025年10月 売上・利益・ジャンル分析検証用","メルカリ","バッグ","ボストンバッグ","2550","10100","520","10","sold","2025-10-03"
"DUMMY-202511-0171","ブラック サンダル ストリート","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","メルカリ","シューズ","サンダル","3320","6100","520","10","sold","2025-11-08"
"DUMMY-202511-0172","ブラック レザージャケット 美品","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","ラクマ","アウター","レザージャケット","5530","24600","1400","10","sold","2025-11-24"
"DUMMY-202511-0173","グレー 革靴 ヴィンテージ","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","Yahooフリマ","シューズ","革靴","3850","7500","850","5","sold","2025-11-21"
"DUMMY-202511-0174","イエロー パーカー 人気ブランド","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","Yahooフリマ","トップス","パーカー","1860","6400","750","5","sold","2025-11-09"
"DUMMY-202511-0175","ブルー 革靴 きれいめ","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用 / 未売却ダミー","ヤフオク","シューズ","革靴","2720","0","0","10","selling",""
"DUMMY-202511-0176","ネイビー サンダル きれいめ","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","Yahooフリマ","シューズ","サンダル","2810","6500","750","5","sold","2025-11-18"
"DUMMY-202511-0177","レッド チノパン ストリート","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","ラクマ","ボトムス","チノパン","2800","7800","210","10","sold","2025-11-16"
"DUMMY-202511-0178","ホワイト ナイロンジャケット 訳あり","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","メルカリ","アウター","ナイロンジャケット","4680","8700","750","10","sold","2025-11-07"
"DUMMY-202511-0179","カーキ サンダル 訳あり","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","Yahooフリマ","シューズ","サンダル","3220","8700","850","5","sold","2025-11-26"
"DUMMY-202511-0180","ネイビー リュック 訳あり","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","メルカリ","バッグ","リュック","3550","7500","850","10","sold","2025-11-15"
"DUMMY-202511-0181","ネイビー ナイロンジャケット 人気ブランド","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","ヤフオク","アウター","ナイロンジャケット","6580","27200","1000","10","sold","2025-11-29"
"DUMMY-202511-0182","グリーン デニム 人気ブランド","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用 / 未売却ダミー","ラクマ","ボトムス","デニム","2150","0","0","10","selling",""
"DUMMY-202511-0183","パープル コート ヴィンテージ","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","Yahooフリマ","アウター","コート","4100","14200","1400","5","sold","2025-11-25"
"DUMMY-202511-0184","イエロー ニット 90s","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","Yahooフリマ","トップス","ニット","2560","7200","450","5","sold","2025-11-09"
"DUMMY-202511-0185","イエロー Tシャツ ヴィンテージ","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","メルカリ","トップス","Tシャツ","1760","4000","450","10","sold","2025-11-15"
"DUMMY-202511-0186","レッド シャツ ヴィンテージ","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","メルカリ","トップス","シャツ","2390","4200","750","10","sold","2025-11-27"
"DUMMY-202511-0187","ホワイト スニーカー 美品","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","Yahooフリマ","シューズ","スニーカー","3070","10000","850","5","sold","2025-11-18"
"DUMMY-202511-0188","パープル パーカー 良品","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用 / 未売却ダミー","ヤフオク","トップス","パーカー","2060","0","0","10","selling",""
"DUMMY-202511-0189","イエロー ベルト 90s","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","Yahooフリマ","アクセサリー","ベルト","1420","3700","230","5","sold","2025-11-19"
"DUMMY-202511-0190","レッド スラックス ヴィンテージ","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","メルカリ","ボトムス","スラックス","2010","5300","210","10","sold","2025-11-10"
"DUMMY-202511-0191","ブラウン デニム 使用感あり","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","Yahooフリマ","ボトムス","デニム","2580","6300","230","5","sold","2025-11-28"
"DUMMY-202511-0192","カーキ デニム 良品","CSVダミーデータ 2025年11月 売上・利益・ジャンル分析検証用","メルカリ","ボトムス","デニム","3470","9400","210","10","sold","2025-11-19"
"DUMMY-202512-0193","ベージュ ニット 訳あり","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","メルカリ","トップス","ニット","3010","8600","450","10","sold","2025-12-29"
"DUMMY-202512-0194","カーキ ショートパンツ 美品","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ヤフオク","ボトムス","ショートパンツ","3630","15300","450","10","sold","2025-12-24"
"DUMMY-202512-0195","ネイビー ショルダーバッグ 一点物","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","Yahooフリマ","バッグ","ショルダーバッグ","3680","10300","750","5","sold","2025-12-11"
"DUMMY-202512-0196","レッド シャツ 訳あり","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ヤフオク","トップス","シャツ","2400","5700","450","10","sold","2025-12-06"
"DUMMY-202512-0197","カーキ パーカー 良品","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ラクマ","トップス","パーカー","1690","4600","230","10","sold","2025-12-13"
"DUMMY-202512-0198","グレー トートバッグ 訳あり","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","メルカリ","バッグ","トートバッグ","4360","14900","1000","10","sold","2025-12-16"
"DUMMY-202512-0199","ネイビー 革靴 人気ブランド","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ラクマ","シューズ","革靴","2610","8400","750","10","sold","2025-12-08"
"DUMMY-202512-0200","レッド サンダル 人気ブランド","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ヤフオク","シューズ","サンダル","4820","17200","1000","10","sold","2025-12-25"
"DUMMY-202512-0201","ホワイト パーカー 90s","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ヤフオク","トップス","パーカー","3460","8800","450","10","sold","2025-12-30"
"DUMMY-202512-0202","レッド ショルダーバッグ 使用感あり","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","その他","バッグ","ショルダーバッグ","4000","15500","850","0","sold","2025-12-30"
"DUMMY-202512-0203","ブルー ダウン 訳あり","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","メルカリ","アウター","ダウン","4300","18600","1200","10","sold","2025-12-15"
"DUMMY-202512-0204","イエロー シャツ 訳あり","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ラクマ","トップス","シャツ","2260","4100","750","10","sold","2025-12-04"
"DUMMY-202512-0205","グレー ショートパンツ 90s","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","メルカリ","ボトムス","ショートパンツ","3230","7500","520","10","sold","2025-12-25"
"DUMMY-202512-0206","ブルー スラックス ヴィンテージ","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ヤフオク","ボトムス","スラックス","3870","7700","210","10","sold","2025-12-15"
"DUMMY-202512-0207","イエロー スウェット きれいめ","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ヤフオク","トップス","スウェット","2420","7300","210","10","sold","2025-12-11"
"DUMMY-202512-0208","ブラック シャツ 人気ブランド","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用 / 下書きダミー","ラクマ","トップス","シャツ","2770","0","0","10","draft",""
"DUMMY-202512-0209","ベージュ ショートパンツ きれいめ","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ヤフオク","ボトムス","ショートパンツ","2010","5200","450","10","sold","2025-12-04"
"DUMMY-202512-0210","カーキ ショートパンツ ストリート","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","メルカリ","ボトムス","ショートパンツ","3760","14000","750","10","sold","2025-12-17"
"DUMMY-202512-0211","ネイビー シャツ 美品","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ヤフオク","トップス","シャツ","1950","5600","750","10","sold","2025-12-13"
"DUMMY-202512-0212","レッド パーカー 訳あり","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","メルカリ","トップス","パーカー","1800","3300","520","10","sold","2025-12-12"
"DUMMY-202512-0213","レッド チノパン きれいめ","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ヤフオク","ボトムス","チノパン","2740","7100","230","10","sold","2025-12-09"
"DUMMY-202512-0214","ブルー トートバッグ ストリート","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ラクマ","バッグ","トートバッグ","2220","4600","850","10","sold","2025-12-06"
"DUMMY-202512-0215","ブルー ブーツ きれいめ","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","メルカリ","シューズ","ブーツ","3430","11200","520","10","sold","2025-12-28"
"DUMMY-202512-0216","レッド コート 一点物","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ヤフオク","アウター","コート","7820","31100","1000","10","sold","2025-12-21"
"DUMMY-202512-0217","グリーン Gジャン 人気ブランド","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ラクマ","アウター","Gジャン","8050","46600","1000","10","sold","2025-12-17"
"DUMMY-202512-0218","ブラウン ブーツ 一点物","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","その他","シューズ","ブーツ","2310","8900","850","0","sold","2025-12-09"
"DUMMY-202512-0219","グレー トートバッグ 訳あり","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ラクマ","バッグ","トートバッグ","3020","7400","850","10","sold","2025-12-15"
"DUMMY-202512-0220","ベージュ シャツ 90s","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","Yahooフリマ","トップス","シャツ","1940","5400","450","5","sold","2025-12-16"
"DUMMY-202512-0221","ブラック ショートパンツ 人気ブランド","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","メルカリ","ボトムス","ショートパンツ","2260","9400","750","10","sold","2025-12-30"
"DUMMY-202512-0222","カーキ 帽子 良品","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","メルカリ","アクセサリー","帽子","1110","3600","300","10","sold","2025-12-04"
"DUMMY-202512-0223","ホワイト ニット ヴィンテージ","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","Yahooフリマ","トップス","ニット","1710","5000","750","5","sold","2025-12-06"
"DUMMY-202512-0224","イエロー サンダル 90s","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","Yahooフリマ","シューズ","サンダル","4670","14100","850","5","sold","2025-12-17"
"DUMMY-202512-0225","レッド スニーカー 一点物","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","メルカリ","シューズ","スニーカー","3190","9100","850","10","sold","2025-12-15"
"DUMMY-202512-0226","ホワイト ニット 人気ブランド","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","Yahooフリマ","トップス","ニット","2890","7200","230","5","sold","2025-12-18"
"DUMMY-202512-0227","ホワイト スニーカー 訳あり","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","Yahooフリマ","シューズ","スニーカー","2790","4000","520","5","sold","2025-12-01"
"DUMMY-202512-0228","レッド Tシャツ ヴィンテージ","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","ヤフオク","トップス","Tシャツ","1590","4800","750","10","sold","2025-12-16"
"DUMMY-202512-0229","パープル 革靴 一点物","CSVダミーデータ 2025年12月 売上・利益・ジャンル分析検証用","メルカリ","シューズ","革靴","3790","11900","750","10","sold","2025-12-26"
"DUMMY-202601-0230","ブルー デニム 使用感あり","CSVダミーデータ 2026年1月 売上・利益・ジャンル分析検証用","Yahooフリマ","ボトムス","デニム","3330","5600","750","5","sold","2026-01-13"
"DUMMY-202601-0231","ブラウン スニーカー 使用感あり","CSVダミーデータ 2026年1月 売上・利益・ジャンル分析検証用","ヤフオク","シューズ","スニーカー","3590","6000","750","10","sold","2026-01-13"
"DUMMY-202601-0232","ホワイト パーカー ストリート","CSVダミーデータ 2026年1月 売上・利益・ジャンル分析検証用","メルカリ","トップス","パーカー","1980","2900","230","10","sold","2026-01-23"
"DUMMY-202601-0233","イエロー シャツ 使用感あり","CSVダミーデータ 2026年1月 売上・利益・ジャンル分析検証用","ヤフオク","トップス","シャツ","3030","5200","520","10","sold","2026-01-03"
"DUMMY-202601-0234","ブラック ニット 訳あり","CSVダミーデータ 2026年1月 売上・利益・ジャンル分析検証用","メルカリ","トップス","ニット","3000","5100","750","10","sold","2026-01-24"
"DUMMY-202601-0235","ホワイト チノパン ストリート","CSVダミーデータ 2026年1月 売上・利益・ジャンル分析検証用","ヤフオク","ボトムス","チノパン","2980","4400","230","10","sold","2026-01-19"
"DUMMY-202601-0236","ブラック ダウン 訳あり","CSVダミーデータ 2026年1月 売上・利益・ジャンル分析検証用","Yahooフリマ","アウター","ダウン","5090","15100","750","5","sold","2026-01-21"
"DUMMY-202601-0237","グリーン スウェット 使用感あり","CSVダミーデータ 2026年1月 売上・利益・ジャンル分析検証用","ヤフオク","トップス","スウェット","3050","5400","210","10","sold","2026-01-17"
"DUMMY-202601-0238","ネイビー 腕時計 人気ブランド","CSVダミーデータ 2026年1月 売上・利益・ジャンル分析検証用","ラクマ","アクセサリー","腕時計","1390","2900","450","10","sold","2026-01-28"
"DUMMY-202601-0239","ブラック ダウン 90s","CSVダミーデータ 2026年1月 売上・利益・ジャンル分析検証用","ヤフオク","アウター","ダウン","6420","13100","1400","10","sold","2026-01-05"
"DUMMY-202601-0240","レッド パーカー 良品","CSVダミーデータ 2026年1月 売上・利益・ジャンル分析検証用","Yahooフリマ","トップス","パーカー","3390","4600","450","5","sold","2026-01-12"
"DUMMY-202601-0241","ベージュ Gジャン 一点物","CSVダミーデータ 2026年1月 売上・利益・ジャンル分析検証用","ラクマ","アウター","Gジャン","3950","13700","850","10","sold","2026-01-20"
"DUMMY-202602-0242","ホワイト ボストンバッグ 訳あり","CSVダミーデータ 2026年2月 売上・利益・ジャンル分析検証用","メルカリ","バッグ","ボストンバッグ","2640","3600","750","10","sold","2026-02-19"
"DUMMY-202602-0243","ホワイト ダウン 人気ブランド","CSVダミーデータ 2026年2月 売上・利益・ジャンル分析検証用","メルカリ","アウター","ダウン","7920","23400","850","10","sold","2026-02-11"
"DUMMY-202602-0244","カーキ 革靴 90s","CSVダミーデータ 2026年2月 売上・利益・ジャンル分析検証用","ヤフオク","シューズ","革靴","4350","9900","1000","10","sold","2026-02-18"
"DUMMY-202602-0245","グリーン Tシャツ 美品","CSVダミーデータ 2026年2月 売上・利益・ジャンル分析検証用","ヤフオク","トップス","Tシャツ","3110","7900","230","10","sold","2026-02-01"
"DUMMY-202602-0246","グリーン ショルダーバッグ 訳あり","CSVダミーデータ 2026年2月 売上・利益・ジャンル分析検証用 / 下書きダミー","メルカリ","バッグ","ショルダーバッグ","2500","0","0","10","draft",""
"DUMMY-202602-0247","グリーン ニット 90s","CSVダミーデータ 2026年2月 売上・利益・ジャンル分析検証用 / 未売却ダミー","ヤフオク","トップス","ニット","1890","0","0","10","selling",""
"DUMMY-202602-0248","レッド Gジャン 一点物","CSVダミーデータ 2026年2月 売上・利益・ジャンル分析検証用","メルカリ","アウター","Gジャン","4570","12100","850","10","sold","2026-02-10"
"DUMMY-202602-0249","ブルー ダウン 訳あり","CSVダミーデータ 2026年2月 売上・利益・ジャンル分析検証用","ラクマ","アウター","ダウン","7260","19500","1200","10","sold","2026-02-18"
"DUMMY-202603-0250","ブラウン リュック ストリート","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","その他","バッグ","リュック","2060","6100","1000","0","sold","2026-03-02"
"DUMMY-202603-0251","ベージュ ダウン ストリート","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","メルカリ","アウター","ダウン","5730","11700","850","10","sold","2026-03-08"
"DUMMY-202603-0252","イエロー ブーツ ヴィンテージ","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","その他","シューズ","ブーツ","3740","13100","850","0","sold","2026-03-30"
"DUMMY-202603-0253","グリーン チノパン 使用感あり","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","ヤフオク","ボトムス","チノパン","1920","4800","750","10","sold","2026-03-08"
"DUMMY-202603-0254","ブルー コート ヴィンテージ","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","ラクマ","アウター","コート","6960","12500","750","10","sold","2026-03-23"
"DUMMY-202603-0255","グレー パーカー 使用感あり","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","ヤフオク","トップス","パーカー","2140","5400","230","10","sold","2026-03-14"
"DUMMY-202603-0256","ブラック ブーツ 一点物","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用 / 未売却ダミー","ヤフオク","シューズ","ブーツ","4250","0","0","10","selling",""
"DUMMY-202603-0257","ベージュ ベルト 使用感あり","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","ラクマ","アクセサリー","ベルト","1640","3200","300","10","sold","2026-03-22"
"DUMMY-202603-0258","グレー レザージャケット 使用感あり","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","ラクマ","アウター","レザージャケット","7770","23400","1200","10","sold","2026-03-31"
"DUMMY-202603-0259","ブルー スニーカー ストリート","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用 / 未売却ダミー","ヤフオク","シューズ","スニーカー","3800","0","0","10","selling",""
"DUMMY-202603-0260","グレー Tシャツ ストリート","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","ラクマ","トップス","Tシャツ","1940","3800","230","10","sold","2026-03-22"
"DUMMY-202603-0261","ブラック パーカー 人気ブランド","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","メルカリ","トップス","パーカー","2680","7900","750","10","sold","2026-03-28"
"DUMMY-202603-0262","カーキ ブーツ 使用感あり","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","ヤフオク","シューズ","ブーツ","2810","9400","750","10","sold","2026-03-14"
"DUMMY-202603-0263","ブルー ショートパンツ 美品","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","ラクマ","ボトムス","ショートパンツ","2920","6000","210","10","sold","2026-03-18"
"DUMMY-202603-0264","ブラック その他 一点物","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","ヤフオク","その他","その他","880","1700","520","10","sold","2026-03-31"
"DUMMY-202603-0265","グレー Gジャン 訳あり","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","ヤフオク","アウター","Gジャン","6960","16300","1400","10","sold","2026-03-15"
"DUMMY-202603-0266","ホワイト ショートパンツ 一点物","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","メルカリ","ボトムス","ショートパンツ","3990","11300","750","10","sold","2026-03-09"
"DUMMY-202603-0267","カーキ ニット きれいめ","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","ヤフオク","トップス","ニット","3350","5400","520","10","sold","2026-03-08"
"DUMMY-202603-0268","ブラック トートバッグ 良品","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","メルカリ","バッグ","トートバッグ","3910","7600","520","10","sold","2026-03-07"
"DUMMY-202603-0269","ベージュ ショートパンツ きれいめ","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","ラクマ","ボトムス","ショートパンツ","3730","6000","520","10","sold","2026-03-07"
"DUMMY-202603-0270","ブルー その他 良品","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","ラクマ","その他","その他","1010","2900","210","10","sold","2026-03-25"
"DUMMY-202603-0271","カーキ 腕時計 美品","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","メルカリ","アクセサリー","腕時計","1830","5000","450","10","sold","2026-03-18"
"DUMMY-202603-0272","グレー Tシャツ ストリート","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","Yahooフリマ","トップス","Tシャツ","3400","9600","230","5","sold","2026-03-03"
"DUMMY-202603-0273","パープル Gジャン 使用感あり","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","ラクマ","アウター","Gジャン","7190","20100","750","10","sold","2026-03-03"
"DUMMY-202603-0274","ベージュ 革靴 使用感あり","CSVダミーデータ 2026年3月 売上・利益・ジャンル分析検証用","メルカリ","シューズ","革靴","4560","8400","750","10","sold","2026-03-14"
"DUMMY-202604-0275","ブラウン ブーツ 美品","CSVダミーデータ 2026年4月 売上・利益・ジャンル分析検証用 / 未売却ダミー","ヤフオク","シューズ","ブーツ","3600","0","0","10","selling",""
"DUMMY-202604-0276","ベージュ デニム 人気ブランド","CSVダミーデータ 2026年4月 売上・利益・ジャンル分析検証用","メルカリ","ボトムス","デニム","2810","4900","230","10","sold","2026-04-02"
"DUMMY-202604-0277","ベージュ スウェット 90s","CSVダミーデータ 2026年4月 売上・利益・ジャンル分析検証用","Yahooフリマ","トップス","スウェット","2540","5800","750","5","sold","2026-04-06"
"DUMMY-202604-0278","グリーン パーカー きれいめ","CSVダミーデータ 2026年4月 売上・利益・ジャンル分析検証用 / 未売却ダミー","Yahooフリマ","トップス","パーカー","3310","0","0","5","selling",""
"DUMMY-202604-0279","ブラック ショルダーバッグ 良品","CSVダミーデータ 2026年4月 売上・利益・ジャンル分析検証用","ラクマ","バッグ","ショルダーバッグ","4250","6800","750","10","sold","2026-04-27"
"DUMMY-202604-0280","ネイビー ボストンバッグ 良品","CSVダミーデータ 2026年4月 売上・利益・ジャンル分析検証用 / 下書きダミー","メルカリ","バッグ","ボストンバッグ","2400","0","0","10","draft",""
