product_id,product_name,condition,purchase_unit_cost,purchase_quantity,quantity_available,inventory_status,description_base,purchase_date,purchase_shipping_cost,other_purchase_expense,manufacturer_model_number,storage_location,memo
"DEMO-202612-0122","ブラック ダウンジャケット","used","7200","1","1","listed","デモ商品です。ダウンジャケットの状態と相場を確認して出品してください。","2026-12-16","1200","200","DEMO-00122","保管箱-02","2026年12月仕入れのデモデータ"
"DEMO-202612-0104","オリーブ ウールスラックス","junk","4700","1","0","out_of_stock","デモ商品です。ウールスラックスの状態と相場を確認して出品してください。","2026-12-20","520","200","DEMO-00104","保管箱-01","2026年12月仕入れのデモデータ"
"DEMO-202612-0107","グレー キャンバストート","unused","1600","1","0","out_of_stock","デモ商品です。キャンバストートの状態と相場を確認して出品してください。","2026-12-20","520","0","DEMO-00107","棚A-01","2026年12月仕入れのデモデータ"
"DEMO-202612-0121","ブラウン ウールコート","used_good","4900","1","0","out_of_stock","デモ商品です。ウールコートの状態と相場を確認して出品してください。","2026-12-20","1200","0","DEMO-00121","棚B-02","2026年12月仕入れのデモデータ"
"DEMO-202612-0132","グレー レザージャケット","used_good","8300","1","1","listed","デモ商品です。レザージャケットの状態と相場を確認して出品してください。","2026-12-20","1000","0","DEMO-00132","棚C-01","2026年12月仕入れのデモデータ"
"DEMO-202612-0112","オリーブ クルーネックスウェット","used","1400","1","0","out_of_stock","デモ商品です。クルーネックスウェットの状態と相場を確認して出品してください。","2026-12-21","450","0","DEMO-00112","棚A-01","2026年12月仕入れのデモデータ"
"DEMO-202612-0119","ブラウン ウール混ニット","like_new","1300","1","1","listed","デモ商品です。ウール混ニットの状態と相場を確認して出品してください。","2026-12-22","520","0","DEMO-00119","棚A-01","2026年12月仕入れのデモデータ"
"DEMO-202612-0131","カーキ ランニングスニーカー","junk","3700","1","0","out_of_stock","デモ商品です。ランニングスニーカーの状態と相場を確認して出品してください。","2026-12-22","750","0","DEMO-00131","保管箱-01","2026年12月仕入れのデモデータ"
"DEMO-202612-0130","ブラック ウールスラックス","new","4600","1","0","out_of_stock","デモ商品です。ウールスラックスの状態と相場を確認して出品してください。","2026-12-25","520","300","DEMO-00130","ラック-03","2026年12月仕入れのデモデータ"
"DEMO-202612-0123","アイボリー レザージャケット","new","6900","1","0","out_of_stock","デモ商品です。レザージャケットの状態と相場を確認して出品してください。","2026-12-26","1000","200","DEMO-00123","棚A-01","2026年12月仕入れのデモデータ"
"DEMO-202612-0109","グレー クルーネックスウェット","new","3100","1","0","out_of_stock","デモ商品です。クルーネックスウェットの状態と相場を確認して出品してください。","2026-12-28","450","100","DEMO-00109","棚A-02","2026年12月仕入れのデモデータ"
"DEMO-202612-0129","ブラック クルーネックスウェット","junk","1000","1","0","out_of_stock","デモ商品です。クルーネックスウェットの状態と相場を確認して出品してください。","2026-12-29","450","200","DEMO-00129","棚B-02","2026年12月仕入れのデモデータ"
"DEMO-202612-0110","ネイビー ダウンジャケット","like_new","5100","1","1","listed","デモ商品です。ダウンジャケットの状態と相場を確認して出品してください。","2026-12-30","1200","0","DEMO-00110","棚B-02","2026年12月仕入れのデモデータ"
"DEMO-202612-0120","ネイビー ウール混ニット","used","3800","1","0","out_of_stock","デモ商品です。ウール混ニットの状態と相場を確認して出品してください。","2026-12-31","520","0","DEMO-00120","棚A-01","2026年12月仕入れのデモデータ"
"DEMO-202612-0127","ネイビー ダウンジャケット","new","5700","1","1","draft","デモ商品です。ダウンジャケットの状態と相場を確認して出品してください。","2026-12-31","1200","0","DEMO-00127","棚C-01","2026年12月仕入れのデモデータ"
"DEMO-202612-0134","グレー レザージャケット","unused","14600","1","1","in_stock","デモ商品です。レザージャケットの状態と相場を確認して出品してください。","2026-12-31","1000","0","DEMO-00134","棚A-02","2026年12月仕入れのデモデータ"
"DEMO-202701-0161","ベージュ レザージャケット","used","6200","1","0","out_of_stock","デモ商品です。レザージャケットの状態と相場を確認して出品してください。","2027-01-03","1000","200","DEMO-00161","棚B-02","2027年1月仕入れのデモデータ"
"DEMO-202701-0146","オリーブ レザージャケット","damaged","10900","1","1","listed","デモ商品です。レザージャケットの状態と相場を確認して出品してください。","2027-01-04","1000","0","DEMO-00146","保管箱-02","2027年1月仕入れのデモデータ"
"DEMO-202701-0142","グレー レザージャケット","like_new","16900","1","0","out_of_stock","デモ商品です。レザージャケットの状態と相場を確認して出品してください。","2027-01-08","1000","0","DEMO-00142","棚A-01","2027年1月仕入れのデモデータ"
"DEMO-202701-0144","オリーブ ダウンジャケット","like_new","7400","1","1","in_stock","デモ商品です。ダウンジャケットの状態と相場を確認して出品してください。","2027-01-08","1200","0","DEMO-00144","棚B-02","2027年1月仕入れのデモデータ"
"DEMO-202701-0163","ベージュ クルーネックスウェット","used_good","2500","1","0","out_of_stock","デモ商品です。クルーネックスウェットの状態と相場を確認して出品してください。","2027-01-08","450","0","DEMO-00163","棚B-01","2027年1月仕入れのデモデータ"
"DEMO-202701-0137","ブラウン ダウンジャケット","junk","5300","1","1","in_stock","デモ商品です。ダウンジャケットの状態と相場を確認して出品してください。","2027-01-09","1200","0","DEMO-00137","棚B-02","2027年1月仕入れのデモデータ"
"DEMO-202701-0140","アイボリー レザーブーツ","junk","3200","1","0","out_of_stock","デモ商品です。レザーブーツの状態と相場を確認して出品してください。","2027-01-09","1000","0","DEMO-00140","棚B-02","2027年1月仕入れのデモデータ"
"DEMO-202701-0141","オリーブ ウールスラックス","used_good","3400","1","0","out_of_stock","デモ商品です。ウールスラックスの状態と相場を確認して出品してください。","2027-01-09","520","100","DEMO-00141","棚B-02","2027年1月仕入れのデモデータ"
"DEMO-202701-0162","ブラック コットンTシャツ","used","1000","1","0","out_of_stock","デモ商品です。コットンTシャツの状態と相場を確認して出品してください。","2027-01-10","230","0","DEMO-00162","保管箱-02","2027年1月仕入れのデモデータ"
"DEMO-202701-0156","オリーブ クルーネックスウェット","new","1000","1","0","out_of_stock","デモ商品です。クルーネックスウェットの状態と相場を確認して出品してください。","2027-01-11","450","100","DEMO-00156","棚B-01","2027年1月仕入れのデモデータ"
"DEMO-202701-0158","アイボリー クォーツ腕時計","damaged","7800","1","0","out_of_stock","デモ商品です。クォーツ腕時計の状態と相場を確認して出品してください。","2027-01-12","450","300","DEMO-00158","棚B-01","2027年1月仕入れのデモデータ"
"DEMO-202701-0143","オリーブ クルーネックスウェット","like_new","3500","1","1","listed","デモ商品です。クルーネックスウェットの状態と相場を確認して出品してください。","2027-01-13","450","200","DEMO-00143","棚C-01","2027年1月仕入れのデモデータ"
"DEMO-202701-0147","カーキ レザージャケット","damaged","14800","1","0","out_of_stock","デモ商品です。レザージャケットの状態と相場を確認して出品してください。","2027-01-13","1000","100","DEMO-00147","ラック-03","2027年1月仕入れのデモデータ"
"DEMO-202701-0152","カーキ ウールコート","used_good","6400","1","0","out_of_stock","デモ商品です。ウールコートの状態と相場を確認して出品してください。","2027-01-14","1200","300","DEMO-00152","棚C-01","2027年1月仕入れのデモデータ"
"DEMO-202701-0139","ベージュ キャンバストート","used_good","1100","1","1","in_stock","デモ商品です。キャンバストートの状態と相場を確認して出品してください。","2027-01-16","520","0","DEMO-00139","棚A-02","2027年1月仕入れのデモデータ"
"DEMO-202701-0150","ネイビー ウールコート","new","5800","1","0","out_of_stock","デモ商品です。ウールコートの状態と相場を確認して出品してください。","2027-01-16","1200","300","DEMO-00150","ラック-03","2027年1月仕入れのデモデータ"
"DEMO-202701-0159","ブラウン コットンTシャツ","damaged","1000","1","0","out_of_stock","デモ商品です。コットンTシャツの状態と相場を確認して出品してください。","2027-01-17","230","0","DEMO-00159","保管箱-02","2027年1月仕入れのデモデータ"
"DEMO-202701-0157","グレー クルーネックスウェット","junk","3200","1","0","out_of_stock","デモ商品です。クルーネックスウェットの状態と相場を確認して出品してください。","2027-01-18","450","0","DEMO-00157","ラック-03","2027年1月仕入れのデモデータ"
"DEMO-202701-0160","オリーブ ランニングスニーカー","used_good","6600","1","1","listed","デモ商品です。ランニングスニーカーの状態と相場を確認して出品してください。","2027-01-18","750","200","DEMO-00160","棚C-01","2027年1月仕入れのデモデータ"
"DEMO-202701-0164","グレー レザーブーツ","used_good","3900","1","0","out_of_stock","デモ商品です。レザーブーツの状態と相場を確認して出品してください。","2027-01-18","1000","0","DEMO-00164","棚A-02","2027年1月仕入れのデモデータ"
"DEMO-202701-0165","ブラック ウールコート","used","13900","1","0","out_of_stock","デモ商品です。ウールコートの状態と相場を確認して出品してください。","2027-01-18","1200","100","DEMO-00165","棚B-01","2027年1月仕入れのデモデータ"
"DEMO-202701-0153","ベージュ ジップパーカー","used_good","2400","1","0","out_of_stock","デモ商品です。ジップパーカーの状態と相場を確認して出品してください。","2027-01-21","520","200","DEMO-00153","棚B-02","2027年1月仕入れのデモデータ"
"DEMO-202701-0138","ベージュ レザーブーツ","like_new","10100","1","0","out_of_stock","デモ商品です。レザーブーツの状態と相場を確認して出品してください。","2027-01-24","1000","200","DEMO-00138","ラック-03","2027年1月仕入れのデモデータ"
"DEMO-202701-0155","ブルー コットンTシャツ","used_good","1000","1","1","in_stock","デモ商品です。コットンTシャツの状態と相場を確認して出品してください。","2027-01-24","230","200","DEMO-00155","ラック-03","2027年1月仕入れのデモデータ"
"DEMO-202701-0151","ベージュ ジップパーカー","used_good","2800","1","0","out_of_stock","デモ商品です。ジップパーカーの状態と相場を確認して出品してください。","2027-01-25","520","100","DEMO-00151","ラック-03","2027年1月仕入れのデモデータ"
"DEMO-202701-0148","ブルー ウールコート","new","3600","1","0","out_of_stock","デモ商品です。ウールコートの状態と相場を確認して出品してください。","2027-01-29","1200","0","DEMO-00148","ラック-03","2027年1月仕入れのデモデータ"
"DEMO-202701-0154","オリーブ ナイロンリュック","used","4400","1","0","out_of_stock","デモ商品です。ナイロンリュックの状態と相場を確認して出品してください。","2027-01-29","750","0","DEMO-00154","保管箱-02","2027年1月仕入れのデモデータ"
"DEMO-202701-0149","ブラウン ウール混ニット","used","4300","1","0","out_of_stock","デモ商品です。ウール混ニットの状態と相場を確認して出品してください。","2027-01-30","520","0","DEMO-00149","棚B-01","2027年1月仕入れのデモデータ"
"DEMO-202701-0145","ブルー レザーブーツ","like_new","8100","1","0","out_of_stock","デモ商品です。レザーブーツの状態と相場を確認して出品してください。","2027-01-31","1000","0","DEMO-00145","保管箱-02","2027年1月仕入れのデモデータ"
"DEMO-202702-0168","オリーブ ジップパーカー","used_good","3500","1","1","listed","デモ商品です。ジップパーカーの状態と相場を確認して出品してください。","2027-02-07","520","0","DEMO-00168","保管箱-02","2027年2月仕入れのデモデータ"
"DEMO-202702-0178","ブルー レザージャケット","unused","12700","1","0","out_of_stock","デモ商品です。レザージャケットの状態と相場を確認して出品してください。","2027-02-07","1000","0","DEMO-00178","保管箱-01","2027年2月仕入れのデモデータ"
"DEMO-202702-0179","ブラウン ウールスラックス","new","4400","1","0","out_of_stock","デモ商品です。ウールスラックスの状態と相場を確認して出品してください。","2027-02-10","520","0","DEMO-00179","棚A-01","2027年2月仕入れのデモデータ"
"DEMO-202702-0169","ブラウン レザージャケット","used_good","10100","1","0","out_of_stock","デモ商品です。レザージャケットの状態と相場を確認して出品してください。","2027-02-11","1000","0","DEMO-00169","棚A-01","2027年2月仕入れのデモデータ"
"DEMO-202702-0176","ネイビー レザージャケット","used","17100","1","0","out_of_stock","デモ商品です。レザージャケットの状態と相場を確認して出品してください。","2027-02-12","1000","0","DEMO-00176","棚A-01","2027年2月仕入れのデモデータ"
"DEMO-202702-0175","グレー ジップパーカー","used_good","3000","1","0","out_of_stock","デモ商品です。ジップパーカーの状態と相場を確認して出品してください。","2027-02-15","520","0","DEMO-00175","棚B-02","2027年2月仕入れのデモデータ"
"DEMO-202702-0174","オリーブ クルーネックスウェット","damaged","3300","1","0","out_of_stock","デモ商品です。クルーネックスウェットの状態と相場を確認して出品してください。","2027-02-17","450","300","DEMO-00174","保管箱-01","2027年2月仕入れのデモデータ"
"DEMO-202702-0166","ブラック ウールスラックス","like_new","1300","1","0","out_of_stock","デモ商品です。ウールスラックスの状態と相場を確認して出品してください。","2027-02-20","520","0","DEMO-00166","保管箱-01","2027年2月仕入れのデモデータ"
"DEMO-202702-0173","カーキ クルーネックスウェット","junk","1400","1","1","listed","デモ商品です。クルーネックスウェットの状態と相場を確認して出品してください。","2027-02-20","450","100","DEMO-00173","棚C-01","2027年2月仕入れのデモデータ"
"DEMO-202702-0171","アイボリー クォーツ腕時計","used_good","2300","1","0","out_of_stock","デモ商品です。クォーツ腕時計の状態と相場を確認して出品してください。","2027-02-21","450","100","DEMO-00171","棚A-02","2027年2月仕入れのデモデータ"
"DEMO-202702-0177","ブルー レザーブーツ","unused","4900","1","0","out_of_stock","デモ商品です。レザーブーツの状態と相場を確認して出品してください。","2027-02-23","1000","0","DEMO-00177","棚C-01","2027年2月仕入れのデモデータ"
"DEMO-202702-0170","ブラック レザージャケット","like_new","16200","1","1","listed","デモ商品です。レザージャケットの状態と相場を確認して出品してください。","2027-02-24","1000","100","DEMO-00170","保管箱-02","2027年2月仕入れのデモデータ"
"DEMO-202702-0181","ブラック ウール混ニット","like_new","2700","1","1","in_stock","デモ商品です。ウール混ニットの状態と相場を確認して出品してください。","2027-02-25","520","200","DEMO-00181","棚C-01","2027年2月仕入れのデモデータ"
"DEMO-202702-0167","カーキ レザージャケット","used","6300","1","1","in_stock","デモ商品です。レザージャケットの状態と相場を確認して出品してください。","2027-02-27","1000","0","DEMO-00167","棚A-01","2027年2月仕入れのデモデータ"
"DEMO-202702-0172","アイボリー ダウンジャケット","used","8700","1","0","out_of_stock","デモ商品です。ダウンジャケットの状態と相場を確認して出品してください。","2027-02-27","1200","0","DEMO-00172","保管箱-02","2027年2月仕入れのデモデータ"
"DEMO-202702-0180","グレー ジップパーカー","damaged","3800","1","0","out_of_stock","デモ商品です。ジップパーカーの状態と相場を確認して出品してください。","2027-02-27","520","0","DEMO-00180","保管箱-01","2027年2月仕入れのデモデータ"
"DEMO-202703-0183","ベージュ ランニングスニーカー","used_good","2100","1","0","out_of_stock","デモ商品です。ランニングスニーカーの状態と相場を確認して出品してください。","2027-03-01","750","100","DEMO-00183","棚A-01","2027年3月仕入れのデモデータ"
"DEMO-202703-0192","ベージュ チノトラウザー","like_new","2200","1","0","out_of_stock","デモ商品です。チノトラウザーの状態と相場を確認して出品してください。","2027-03-04","450","0","DEMO-00192","棚B-02","2027年3月仕入れのデモデータ"
"DEMO-202703-0184","ベージュ キャンバストート","damaged","3200","1","0","out_of_stock","デモ商品です。キャンバストートの状態と相場を確認して出品してください。","2027-03-08","520","0","DEMO-00184","棚C-01","2027年3月仕入れのデモデータ"
"DEMO-202703-0189","ブラウン オックスフォードシャツ","damaged","1200","1","1","in_stock","デモ商品です。オックスフォードシャツの状態と相場を確認して出品してください。","2027-03-09","230","300","DEMO-00189","保管箱-02","2027年3月仕入れのデモデータ"
"DEMO-202703-0196","ブラック チノトラウザー","used","2700","1","0","out_of_stock","デモ商品です。チノトラウザーの状態と相場を確認して出品してください。","2027-03-12","450","100","DEMO-00196","棚A-02","2027年3月仕入れのデモデータ"
"DEMO-202703-0186","カーキ オックスフォードシャツ","like_new","1300","1","0","out_of_stock","デモ商品です。オックスフォードシャツの状態と相場を確認して出品してください。","2027-03-13","230","0","DEMO-00186","保管箱-02","2027年3月仕入れのデモデータ"
"DEMO-202703-0188","ネイビー オックスフォードシャツ","junk","2600","1","0","out_of_stock","デモ商品です。オックスフォードシャツの状態と相場を確認して出品してください。","2027-03-13","230","300","DEMO-00188","保管箱-02","2027年3月仕入れのデモデータ"
"DEMO-202703-0197","アイボリー クォーツ腕時計","used_good","12300","1","0","out_of_stock","デモ商品です。クォーツ腕時計の状態と相場を確認して出品してください。","2027-03-13","450","300","DEMO-00197","ラック-03","2027年3月仕入れのデモデータ"
"DEMO-202703-0182","ベージュ チノトラウザー","like_new","3200","1","0","out_of_stock","デモ商品です。チノトラウザーの状態と相場を確認して出品してください。","2027-03-14","450","100","DEMO-00182","ラック-03","2027年3月仕入れのデモデータ"
"DEMO-202703-0187","ブラウン デニムジャケット","used_good","3600","1","0","out_of_stock","デモ商品です。デニムジャケットの状態と相場を確認して出品してください。","2027-03-14","750","100","DEMO-00187","棚A-01","2027年3月仕入れのデモデータ"
"DEMO-202703-0191","オリーブ オックスフォードシャツ","used","2400","1","0","out_of_stock","デモ商品です。オックスフォードシャツの状態と相場を確認して出品してください。","2027-03-14","230","0","DEMO-00191","棚A-02","2027年3月仕入れのデモデータ"
"DEMO-202703-0198","ブラック コットンTシャツ","used","1600","1","0","out_of_stock","デモ商品です。コットンTシャツの状態と相場を確認して出品してください。","2027-03-18","230","100","DEMO-00198","棚C-01","2027年3月仕入れのデモデータ"
"DEMO-202703-0194","オリーブ デニムジャケット","damaged","7400","1","1","listed","デモ商品です。デニムジャケットの状態と相場を確認して出品してください。","2027-03-21","750","0","DEMO-00194","保管箱-01","2027年3月仕入れのデモデータ"
"DEMO-202703-0195","カーキ キャンバストート","used","3000","1","0","out_of_stock","デモ商品です。キャンバストートの状態と相場を確認して出品してください。","2027-03-23","520","0","DEMO-00195","棚B-01","2027年3月仕入れのデモデータ"
"DEMO-202703-0193","グレー チノトラウザー","new","2500","1","0","out_of_stock","デモ商品です。チノトラウザーの状態と相場を確認して出品してください。","2027-03-24","450","0","DEMO-00193","棚B-02","2027年3月仕入れのデモデータ"
"DEMO-202703-0190","オリーブ ランニングスニーカー","like_new","7500","1","0","out_of_stock","デモ商品です。ランニングスニーカーの状態と相場を確認して出品してください。","2027-03-25","750","300","DEMO-00190","ラック-03","2027年3月仕入れのデモデータ"
"DEMO-202703-0185","ブルー クルーネックスウェット","junk","3100","1","0","out_of_stock","デモ商品です。クルーネックスウェットの状態と相場を確認して出品してください。","2027-03-31","450","100","DEMO-00185","棚B-02","2027年3月仕入れのデモデータ"
"DEMO-202704-0208","ブラック オックスフォードシャツ","new","2400","1","0","out_of_stock","デモ商品です。オックスフォードシャツの状態と相場を確認して出品してください。","2027-04-01","230","0","DEMO-00208","棚C-01","2027年4月仕入れのデモデータ"
"DEMO-202704-0199","ブラック ランニングスニーカー","like_new","5300","1","0","out_of_stock","デモ商品です。ランニングスニーカーの状態と相場を確認して出品してください。","2027-04-02","750","0","DEMO-00199","棚A-02","2027年4月仕入れのデモデータ"
"DEMO-202704-0203","ブラウン デニムジャケット","used","2900","1","1","draft","デモ商品です。デニムジャケットの状態と相場を確認して出品してください。","2027-04-03","750","0","DEMO-00203","ラック-03","2027年4月仕入れのデモデータ"
"DEMO-202704-0201","カーキ デニムジャケット","unused","3800","1","0","out_of_stock","デモ商品です。デニムジャケットの状態と相場を確認して出品してください。","2027-04-05","750","100","DEMO-00201","棚C-01","2027年4月仕入れのデモデータ"
"DEMO-202704-0204","グレー チノトラウザー","used_good","2300","1","1","in_stock","デモ商品です。チノトラウザーの状態と相場を確認して出品してください。","2027-04-05","450","200","DEMO-00204","棚A-01","2027年4月仕入れのデモデータ"
"DEMO-202704-0207","オリーブ デニムジャケット","like_new","2300","1","1","in_stock","デモ商品です。デニムジャケットの状態と相場を確認して出品してください。","2027-04-12","750","0","DEMO-00207","ラック-03","2027年4月仕入れのデモデータ"
"DEMO-202704-0202","カーキ デニムジャケット","damaged","6700","1","0","out_of_stock","デモ商品です。デニムジャケットの状態と相場を確認して出品してください。","2027-04-14","750","300","DEMO-00202","棚A-02","2027年4月仕入れのデモデータ"
"DEMO-202704-0209","ブルー キャンバストート","used_good","3200","1","0","out_of_stock","デモ商品です。キャンバストートの状態と相場を確認して出品してください。","2027-04-16","520","200","DEMO-00209","保管箱-02","2027年4月仕入れのデモデータ"
"DEMO-202704-0210","ブルー クルーネックスウェット","junk","2000","1","0","out_of_stock","デモ商品です。クルーネックスウェットの状態と相場を確認して出品してください。","2027-04-16","450","300","DEMO-00210","棚A-01","2027年4月仕入れのデモデータ"
"DEMO-202704-0211","ブルー クルーネックスウェット","used","2100","1","1","listed","デモ商品です。クルーネックスウェットの状態と相場を確認して出品してください。","2027-04-18","450","0","DEMO-00211","ラック-03","2027年4月仕入れのデモデータ"
"DEMO-202704-0200","グレー クルーネックスウェット","damaged","1000","1","1","in_stock","デモ商品です。クルーネックスウェットの状態と相場を確認して出品してください。","2027-04-23","450","0","DEMO-00200","保管箱-02","2027年4月仕入れのデモデータ"
"DEMO-202704-0206","アイボリー オックスフォードシャツ","unused","1100","1","0","out_of_stock","デモ商品です。オックスフォードシャツの状態と相場を確認して出品してください。","2027-04-25","230","0","DEMO-00206","棚A-02","2027年4月仕入れのデモデータ"
"DEMO-202704-0205","ネイビー セルビッジデニム","used_good","4000","1","1","in_stock","デモ商品です。セルビッジデニムの状態と相場を確認して出品してください。","2027-04-28","520","0","DEMO-00205","保管箱-02","2027年4月仕入れのデモデータ"
"DEMO-202705-0216","アイボリー チノトラウザー","damaged","2400","1","0","out_of_stock","デモ商品です。チノトラウザーの状態と相場を確認して出品してください。","2027-05-04","450","300","DEMO-00216","保管箱-02","2027年5月仕入れのデモデータ"
"DEMO-202705-0215","オリーブ チノトラウザー","used_good","2500","1","0","out_of_stock","デモ商品です。チノトラウザーの状態と相場を確認して出品してください。","2027-05-06","450","300","DEMO-00215","保管箱-01","2027年5月仕入れのデモデータ"
"DEMO-202705-0221","ネイビー チノトラウザー","used","3400","1","0","out_of_stock","デモ商品です。チノトラウザーの状態と相場を確認して出品してください。","2027-05-07","450","0","DEMO-00221","棚B-02","2027年5月仕入れのデモデータ"
"DEMO-202705-0212","オリーブ オックスフォードシャツ","like_new","2700","1","1","listed","デモ商品です。オックスフォードシャツの状態と相場を確認して出品してください。","2027-05-08","230","0","DEMO-00212","保管箱-02","2027年5月仕入れのデモデータ"
"DEMO-202705-0217","アイボリー オックスフォードシャツ","unused","1800","1","0","out_of_stock","デモ商品です。オックスフォードシャツの状態と相場を確認して出品してください。","2027-05-14","230","0","DEMO-00217","棚A-02","2027年5月仕入れのデモデータ"
"DEMO-202705-0220","ベージュ ナイロンリュック","used_good","5000","1","1","draft","デモ商品です。ナイロンリュックの状態と相場を確認して出品してください。","2027-05-15","750","300","DEMO-00220","保管箱-02","2027年5月仕入れのデモデータ"
"DEMO-202705-0223","ブルー オックスフォードシャツ","junk","1800","1","0","out_of_stock","デモ商品です。オックスフォードシャツの状態と相場を確認して出品してください。","2027-05-15","230","0","DEMO-00223","棚C-01","2027年5月仕入れのデモデータ"
"DEMO-202705-0222","アイボリー クルーネックスウェット","like_new","3300","1","0","out_of_stock","デモ商品です。クルーネックスウェットの状態と相場を確認して出品してください。","2027-05-16","450","0","DEMO-00222","棚B-02","2027年5月仕入れのデモデータ"
"DEMO-202705-0219","ブラウン クルーネックスウェット","unused","3200","1","0","out_of_stock","デモ商品です。クルーネックスウェットの状態と相場を確認して出品してください。","2027-05-21","450","0","DEMO-00219","棚C-01","2027年5月仕入れのデモデータ"
"DEMO-202705-0213","ブラウン チノトラウザー","used","1300","1","1","in_stock","デモ商品です。チノトラウザーの状態と相場を確認して出品してください。","2027-05-25","450","0","DEMO-00213","保管箱-02","2027年5月仕入れのデモデータ"
"DEMO-202705-0218","ベージュ コットンTシャツ","unused","1000","1","0","out_of_stock","デモ商品です。コットンTシャツの状態と相場を確認して出品してください。","2027-05-27","230","300","DEMO-00218","ラック-03","2027年5月仕入れのデモデータ"
"DEMO-202705-0214","ブラウン コットンTシャツ","like_new","1300","1","0","out_of_stock","デモ商品です。コットンTシャツの状態と相場を確認して出品してください。","2027-05-30","230","200","DEMO-00214","ラック-03","2027年5月仕入れのデモデータ"
"DEMO-202706-0243","ブラウン ランニングスニーカー","junk","5200","1","0","out_of_stock","デモ商品です。ランニングスニーカーの状態と相場を確認して出品してください。","2027-06-01","750","0","DEMO-00243","棚B-02","2027年6月仕入れのデモデータ"
"DEMO-202706-0235","ベージュ コットンTシャツ","unused","1100","1","1","listed","デモ商品です。コットンTシャツの状態と相場を確認して出品してください。","2027-06-12","230","300","DEMO-00235","棚B-01","2027年6月仕入れのデモデータ"
"DEMO-202706-0230","ブラック ナイロンショーツ","unused","900","1","0","out_of_stock","デモ商品です。ナイロンショーツの状態と相場を確認して出品してください。","2027-06-13","230","0","DEMO-00230","棚A-01","2027年6月仕入れのデモデータ"
"DEMO-202706-0234","アイボリー セルビッジデニム","junk","4900","1","1","in_stock","デモ商品です。セルビッジデニムの状態と相場を確認して出品してください。","2027-06-13","520","100","DEMO-00234","保管箱-02","2027年6月仕入れのデモデータ"
"DEMO-202706-0224","アイボリー オックスフォードシャツ","junk","1200","1","0","out_of_stock","デモ商品です。オックスフォードシャツの状態と相場を確認して出品してください。","2027-06-15","230","200","DEMO-00224","保管箱-02","2027年6月仕入れのデモデータ"
"DEMO-202706-0233","ブラック オックスフォードシャツ","like_new","800","1","0","out_of_stock","デモ商品です。オックスフォードシャツの状態と相場を確認して出品してください。","2027-06-15","230","300","DEMO-00233","棚B-02","2027年6月仕入れのデモデータ"
"DEMO-202706-0231","ブラウン コットンTシャツ","junk","1100","1","1","listed","デモ商品です。コットンTシャツの状態と相場を確認して出品してください。","2027-06-16","230","200","DEMO-00231","棚B-02","2027年6月仕入れのデモデータ"
"DEMO-202706-0244","アイボリー ランニングスニーカー","new","4300","1","0","out_of_stock","デモ商品です。ランニングスニーカーの状態と相場を確認して出品してください。","2027-06-19","750","200","DEMO-00244","ラック-03","2027年6月仕入れのデモデータ"
"DEMO-202706-0226","ネイビー コットンTシャツ","damaged","1600","1","1","in_stock","デモ商品です。コットンTシャツの状態と相場を確認して出品してください。","2027-06-20","230","0","DEMO-00226","保管箱-01","2027年6月仕入れのデモデータ"
"DEMO-202706-0229","ネイビー ナイロンショーツ","used_good","1700","1","0","out_of_stock","デモ商品です。ナイロンショーツの状態と相場を確認して出品してください。","2027-06-20","230","0","DEMO-00229","棚A-02","2027年6月仕入れのデモデータ"
"DEMO-202706-0238","アイボリー クォーツ腕時計","damaged","10700","1","0","out_of_stock","デモ商品です。クォーツ腕時計の状態と相場を確認して出品してください。","2027-06-22","450","100","DEMO-00238","ラック-03","2027年6月仕入れのデモデータ"
"DEMO-202706-0225","ブラック ナイロンショーツ","used_good","1800","1","1","listed","デモ商品です。ナイロンショーツの状態と相場を確認して出品してください。","2027-06-23","230","0","DEMO-00225","棚A-01","2027年6月仕入れのデモデータ"
"DEMO-202706-0232","ネイビー チノトラウザー","used_good","3300","1","0","out_of_stock","デモ商品です。チノトラウザーの状態と相場を確認して出品してください。","2027-06-23","450","100","DEMO-00232","保管箱-02","2027年6月仕入れのデモデータ"
"DEMO-202706-0236","ブラウン ナイロンショーツ","used","700","1","1","listed","デモ商品です。ナイロンショーツの状態と相場を確認して出品してください。","2027-06-23","230","0","DEMO-00236","棚B-01","2027年6月仕入れのデモデータ"
"DEMO-202706-0237","ブラック オックスフォードシャツ","damaged","2700","1","0","out_of_stock","デモ商品です。オックスフォードシャツの状態と相場を確認して出品してください。","2027-06-24","230","100","DEMO-00237","棚B-01","2027年6月仕入れのデモデータ"
"DEMO-202706-0239","ブルー コットンTシャツ","like_new","900","1","0","out_of_stock","デモ商品です。コットンTシャツの状態と相場を確認して出品してください。","2027-06-25","230","200","DEMO-00239","棚A-01","2027年6月仕入れのデモデータ"
"DEMO-202706-0240","ブラウン ナイロンショーツ","used","800","1","1","in_stock","デモ商品です。ナイロンショーツの状態と相場を確認して出品してください。","2027-06-26","230","0","DEMO-00240","棚B-02","2027年6月仕入れのデモデータ"
"DEMO-202706-0228","ブルー ランニングスニーカー","like_new","2200","1","0","out_of_stock","デモ商品です。ランニングスニーカーの状態と相場を確認して出品してください。","2027-06-27","750","200","DEMO-00228","保管箱-02","2027年6月仕入れのデモデータ"
